,bound,comp,comp_post_post,comp_post_prior,comp_prior_post,comp_prior_prior,mcallester,risk_post_post,risk_post_prior,risk_post_test,risk_prior_post,risk_prior_prior,risk_prior_test,seeger
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00043939042,-0.043670654296875,123.47184,34.077065,123.39759,34.046486,0.9216888,0.90686667,0.9087333,0.912,0.9133,0.9139,0.9156,0.9152433274030214
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_path_norm/comp_prior=risk_path_norm/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00048662248,1.373291015625,3832.6655,3832.9924,4115.5283,4114.482,0.57316506,0.55756664,0.5556,0.559,0.6066667,0.5994,0.6081,0.5730202647464591
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_path_norm/comp_prior=risk_path_norm/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.4188877,12553.4052734375,417.3147,19925.371,149.85956,7104.5107,1.3567171,0.8990667,0.9009333,0.9,0.3498,0.34646666,0.3572,0.999379917401532
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_path_norm/comp_prior=risk_path_norm/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.42570916,12758.048828125,115.09671,19936.348,41.30896,7104.5107,1.3604283,0.8990667,0.9009333,0.9,0.3498,0.34646666,0.3572,0.999420650871942
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.9/beta_prior=0.9/bound=comp/comp_post=risk_path_norm/comp_prior=risk_path_norm/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00018560521,-7.6572265625,6872.934,6814.8657,7154.922,7104.5107,0.30613342,0.2965,0.29256666,0.2999,0.3498,0.34646666,0.3572,0.3053490366744076
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00040412328,-1.1016845703125,448.70383,123.54792,447.5112,123.45697,0.9272815,0.9130667,0.9137333,0.9159,0.91803336,0.9199333,0.9195,0.9208538120159236
alpha_post=969.0463085136714/alpha_prior=969.0463085136714/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.00022196012,-0.2543487548828125,52.770084,0.0,52.515736,0.0,0.9105347,0.9,-1.0,0.9,-1.0,-1.0,-1.0,0.9062022946661276
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.00071460055,29.3040771484375,792.61127,0.0,821.91534,0.0,0.7499524,0.73105,-1.0,0.7411,-1.0,-1.0,-1.0,0.747587866138959
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.00025535526,1.749359130859375,206.00899,0.0,207.75835,0.0,0.9050661,0.89376664,-1.0,0.8936,-1.0,-1.0,-1.0,0.9005958937083882
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0004110935,-0.892578125,1625.6718,9.388038,1624.772,9.380807,0.92190355,0.90756667,0.9069333,0.9076,0.91183335,0.9108667,0.9127,0.9156481219230548
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0004396858,-0.0348091125488281,9.384231,34.019726,9.3761835,34.046486,0.9002604,0.8854333,0.8858333,0.8804,0.9133,0.9139,0.9156,0.894651516012325
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.7000000000000001/beta_prior=0.7000000000000001/bound=comp/comp_post=risk_path_norm/comp_prior=risk_path_norm/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0007477309,9.20654296875,6174.677,6143.056,6446.748,6405.921,0.3517356,0.3324,0.3271,0.3307,0.3396,0.33236668,0.3436,0.3507775634107731
alpha_post=628.3487915845371/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.001572027,33.9354248046875,34.140476,1629.4465,33.41003,1594.7806,0.92786926,0.8998333,0.90183336,0.9005,0.8292,0.8258333,0.8236,0.9158274719819984
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00044340297,0.0767059326171875,123.44061,123.61737,123.35692,123.45697,0.9216896,0.9068,0.9088,0.9119,0.91803336,0.9199333,0.9195,0.9152165165952186
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0010748198,50.917236328125,3200.6753,0.0,3251.5925,0.0,0.80989873,0.78671664,-1.0,0.7872,-1.0,-1.0,-1.0,0.8052900426544973
alpha_post=173.20508075688775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00047359653,0.982513427734375,9.384231,447.7247,9.329631,446.6876,0.90082157,0.8854333,0.8858333,0.8804,0.90173334,0.90353334,0.8984,0.8949914669467098
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.02789741,1660.272705078125,805.06903,0.0,2465.3418,0.0,0.37050465,0.2524,-1.0,0.2604,-1.0,-1.0,-1.0,0.3628470625919839
alpha_post=173.20508075688775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0012542699,24.4027099609375,9.384231,1624.2441,9.228401,1599.6855,0.91047597,0.8854333,0.8858333,0.8804,0.8645333,0.8613667,0.8644,0.900737924180758
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0004417021,0.0256805419921875,123.44197,9.392495,123.45596,9.380807,0.9216277,0.90676665,0.9087667,0.9118,0.91183335,0.9108667,0.9127,0.9151689043552108
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00036272925,-2.343505859375,1625.9143,123.55986,1623.4679,123.45697,0.9162005,0.9027333,0.89996666,0.9047,0.91803336,0.9199333,0.9195,0.9105195405163292
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0004393426,-0.04510498046875,102.34381,102.33018,101.993324,102.024796,0.9147213,0.8999,0.9018,0.9006,0.91216666,0.9123,0.9145,0.9085621649746812
alpha_post=30000.00000000001/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.11780992,3521.072265625,1332.5186,7.762387,4873.9688,28.13997,0.46177012,0.21906666,0.218,0.2273,0.9117333,0.9109,0.9127,0.4518546255580387
alpha_post=60000.00000000002/alpha_prior=60000.00000000002/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.12111202,7253.1494140625,2500.0266,0.0,9753.176,0.0,0.4566813,0.2106,-1.0,0.2158,-1.0,-1.0,-1.0,0.4455842876848851
alpha_post=8269.535156745107/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00038891434,-1.557952880859375,449.33447,34.16475,447.65826,34.046486,0.9302448,0.9163,0.9142,0.9195,0.9133,0.9139,0.9156,0.9238078662956212
alpha_post=2279.5070569547775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00507434,139.0048065185547,179.16025,50.181164,370.0087,102.024826,0.437537,0.38716668,0.38413334,0.3885,0.91216666,0.9123,0.9145,0.4368774778718964
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.006305896,175.9514923095703,28.115044,369.894,14.040756,179.86823,0.9353511,0.8792,0.87946665,0.8725,0.3966,0.39093333,0.3947,0.9125791235974248
alpha_post=30000.00000000001/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00038560928,-1.6571044921875,1625.6718,34.057663,1624.0035,34.046486,0.9214521,0.90756667,0.9069333,0.9076,0.9133,0.9139,0.9156,0.9154004443284612
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00045156083,0.321441650390625,123.44061,448.45578,123.22408,447.91782,0.92182595,0.9068,0.9088,0.9119,0.9153,0.91643333,0.9141,0.9152913639701636
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0011991998,22.7506103515625,449.33447,1631.1681,440.6026,1599.6855,0.9407867,0.9163,0.9142,0.9195,0.8645333,0.8613667,0.8644,0.9291976208667544
alpha_post=173.20508075688775/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00043872817,-0.06353759765625,28.115044,101.96172,28.11458,102.024796,0.8940109,0.8792,0.87946665,0.8725,0.91216666,0.9123,0.9145,0.8886310056020932
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.00022499697,-0.0721378326416015,13.346705,0.0,13.274568,0.0,0.9105732,0.89996666,-1.0,0.9,-1.0,-1.0,-1.0,0.906211399820246
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00031933325,-3.6453857421875,1625.6718,448.22418,1621.72,447.91782,0.9202026,0.90756667,0.9069333,0.9076,0.9153,0.91643333,0.9141,0.9147126920488456
alpha_post=8269.535156745107/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0003932692,-1.42730712890625,449.33447,9.417555,447.87042,9.380807,0.93032265,0.9163,0.9142,0.9195,0.91183335,0.9108667,0.9127,0.923848573297314
alpha_post=628.3487915845371/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00043808363,-0.0828742980957031,34.140476,9.407612,34.030796,9.380807,0.9146334,0.8998333,0.90183336,0.9005,0.91183335,0.9108667,0.9127,0.9084860518465724
alpha_post=173.20508075688775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00043910585,-0.0522079467773437,9.384231,123.41589,9.373097,123.45697,0.9002506,0.8854333,0.8858333,0.8804,0.91803336,0.9199333,0.9195,0.8946455852807391
alpha_post=628.3487915845371/alpha_prior=628.3487915845371/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00043939383,-0.0435676574707031,34.140476,34.128704,34.01469,34.046486,0.9146555,0.8998333,0.90183336,0.9005,0.9133,0.9139,0.9156,0.9084986299852682
alpha_post=2279.5070569547775/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0012816298,25.2235107421875,123.44061,1626.8971,121.452545,1599.6855,0.9321143,0.9068,0.9088,0.9119,0.8645333,0.8613667,0.8644,0.9208226667782506
alpha_post=3833.6586254776325/alpha_prior=3833.6586254776325/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.0049740546,284.8713073730469,338.30124,0.0,623.17255,0.0,0.39863676,0.34876665,-1.0,0.3522,-1.0,-1.0,-1.0,0.3971881073629421
alpha_post=173.20508075688775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00044061814,-0.0068387985229492,9.384231,9.377575,9.380624,9.380807,0.9002761,0.8854333,0.8858333,0.8804,0.91183335,0.9108667,0.9127,0.894661043765054
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.038995717,1156.6461181640625,639.69775,176.70377,2238.7507,619.11053,0.5009014,0.36126667,0.36256668,0.3681,0.89853334,0.90146667,0.9,0.4999856717858764
alpha_post=30000.00000000001/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0004109877,-0.895751953125,1625.6718,1626.0563,1598.4053,1599.6855,0.9219017,0.90756667,0.9069333,0.9076,0.8645333,0.8613667,0.8644,0.9156471102491964
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0004480831,0.2171096801757812,34.140476,123.811104,34.003456,123.45697,0.91480136,0.8998333,0.90183336,0.9005,0.91803336,0.9199333,0.9195,0.9085815580850518
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.20943865,6269.93408203125,1334.1132,101.47675,8121.6807,619.11053,0.54047036,0.21686667,0.21496667,0.2292,0.89853334,0.90146667,0.9,0.5326803289136484
alpha_post=244.94897427831785/alpha_prior=244.94897427831785/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.00022280717,-0.2035255432128906,40.020695,0.0,39.81717,0.0,0.91052145,0.89996666,-1.0,0.9,-1.0,-1.0,-1.0,0.9061815204833348
alpha_post=8269.535156745107/alpha_prior=30000.00000000001/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.025215229,743.2314453125,639.69775,2325.552,344.85727,1287.4801,0.47355032,0.36126667,0.36256668,0.3681,0.21463333,0.2084,0.2188,0.4724391478548209
alpha_post=2279.5070569547775/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00049504533,1.6259765625,172.98294,176.60507,617.1144,619.11053,0.3978995,0.38216665,0.3758,0.3809,0.89853334,0.90146667,0.9,0.397530443465004
alpha_post=8269.535156745107/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.07386234,2202.644775390625,685.459,188.94757,3731.0222,1031.8658,0.42967483,0.2375,0.2383,0.2414,0.9007,0.9034,0.9019,0.4208758189990904
alpha_post=628.3487915845371/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0004764296,1.0675048828125,34.140476,449.15894,33.966866,447.91782,0.9152675,0.8998333,0.90183336,0.9005,0.9153,0.91643333,0.9141,0.90884633708409
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.1/beta_prior=0.1/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.00042119483,-0.58953857421875,449.33447,449.6337,447.02905,447.91782,0.930812,0.9163,0.9142,0.9195,0.9153,0.91643333,0.9141,0.9241041108207032
alpha_post=15166.394348316875/alpha_prior=15166.394348316875/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.0/seed=10,0.04880461,2914.70458984375,1194.0635,0.0,4108.768,0.0,0.3918457,0.23563333,-1.0,0.2413,-1.0,-1.0,-1.0,0.3822840216782773
alpha_post=8269.535156745107/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0004408461,0.0,685.459,685.459,688.64136,688.64136,0.25234663,0.2375,0.2383,0.2414,0.24316667,0.23293333,0.2459,0.2502879540702957
alpha_post=30000.00000000001/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.35761908,10715.3466796875,1935.1276,147.0379,13535.303,1031.8658,0.6122254,0.18936667,0.19313334,0.2,0.9007,0.9034,0.9019,0.6019884346770317
alpha_post=628.3487915845371/alpha_prior=2279.5070569547775/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0,-180.1153564453125,102.34381,371.2307,170.10828,619.11053,0.8999,0.8999,0.9018,0.9006,0.89853334,0.90146667,0.9,0.8999000214062627
alpha_post=2279.5070569547775/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.004560568,123.59164428710938,179.16025,660.42126,141.81966,499.489,0.434919,0.38716668,0.38413334,0.3885,0.2928,0.28436667,0.2922,0.4342680773592038
alpha_post=30000.00000000001/alpha_prior=8269.535156745107/batch_size=64/beta_post=0.30000000000000004/beta_prior=0.30000000000000004/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.008538274,242.9228515625,1562.2069,438.167,1866.4518,499.489,0.31983864,0.2545,0.2482,0.2648,0.2928,0.28436667,0.2922,0.3139923807056572
alpha_post=2279.5070569547775/alpha_prior=173.20508075688775/batch_size=64/beta_post=0.5/beta_prior=0.5/bound=comp/comp_post=risk_gap/comp_prior=risk_gap/data=fashion/decay=0.5/delta=0.05/epoch=10/prior=0.5/seed=10,0.0,-378.8279418945313,1027.1367,77.98232,617.22546,46.898994,0.90036666,0.90036666,0.8998,0.9,0.9117,0.9108,0.9127,0.9003666646751265
